elapsed_s,cpu_temp_c,cpu_freq_mhz,cpu_util_pct,cpu_power_w,batches_per_s
3520,72.7,4200,100,95.2,410.72
3525,70.7,4200,100,95.7,409.69
3530,71.1,4200,100,95.1,407.98
3535,71.9,4200,100,95.4,403.97
3540,71.8,4200,100,99.7,404.16
3545,70.8,4200,100,93.9,405.44
3550,70.8,4200,100,95.4,414.9
3555,72.1,4200,100,94.6,409.22
3560,71.9,4200,100,96.2,407.6
3565,70.8,4200,100,92.9,414.08
3570,71.9,4200,100,95.7,410.89
3575,71.0,4200,100,94.2,408.64
3580,70.7,4200,100,93.2,409.15
3585,71.2,4200,100,91.7,405.97
3590,71.7,4200,100,94.4,412.38
3595,72.5,4200,100,93.4,410.49
