elapsed_s,cpu_temp_c,cpu_freq_mhz,cpu_util_pct,cpu_power_w,batches_per_s
3520,68.0,4200,100,93.9,406.54
3525,68.3,4200,100,93.0,406.45
3530,69.4,4200,100,94.2,410.45
3535,68.3,4200,100,96.2,409.67
3540,68.3,4200,100,94.8,408.64
3545,67.8,4200,100,96.2,412.01
3550,68.3,4200,100,92.0,409.33
3555,68.3,4200,100,94.2,411.44
3560,68.1,4200,100,97.3,403.23
3565,68.1,4200,100,97.1,411.98
3570,67.7,4200,100,94.6,408.95
3575,68.3,4200,100,96.5,408.28
3580,68.6,4200,100,95.9,403.84
3585,67.8,4200,100,94.7,408.0
3590,68.1,4200,100,94.9,409.71
3595,67.8,4200,100,95.5,408.24
